,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
73584,5565286,2025-07-25 07:51:00+00:00,7,Friday,July,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,40.0,Not at junction,No controls,42.3621179,-71.07241267
73971,5564895,2025-05-10 00:09:00+00:00,0,Saturday,May,1,Property damage only (none injured),0,2,0,0,Rain/Cloudy,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.35791665,-71.12665243
73985,5564880,2025-08-25 02:40:00+00:00,2,Monday,August,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,,Four-way intersection,Traffic control signal,42.2877412,-71.10675513
73992,5564873,2025-08-24 20:20:00+00:00,20,Sunday,August,1,Non-fatal injury,1,3,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,45.0,On-ramp,No controls,42.3783026,-71.02613681
73998,5564867,2025-08-21 00:49:00+00:00,0,Thursday,August,0,Property damage only (none injured),0,1,0,0,Rain/Rain,Rain,Wet,Wet,Dark - roadway not lighted,Dark - Lighted,Single vehicle crash,30.0,Not at junction,No controls,42.37215383,-71.06876917
74005,5564860,2025-08-16 18:50:00+00:00,18,Saturday,August,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,,Not at junction,No controls,42.28680016,-71.06105851
74015,5564850,2025-08-24 16:13:00+00:00,16,Sunday,August,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,T-intersection,No controls,42.27719681,-71.11585313
74064,5565744,2025-08-11 08:39:00+00:00,8,Monday,August,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,35.0,Traffic circle,Yield signs,42.35857388,-71.16005982
74065,5565743,2025-08-08 07:33:00+00:00,7,Friday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,T-intersection,Traffic control signal,42.37409152,-71.06840453
74067,5565741,2025-08-25 20:00:00+00:00,20,Monday,August,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,,T-intersection,Traffic control signal,42.36277052,-71.05750658
74068,5565740,2025-08-08 13:45:00+00:00,13,Friday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.34030456,-71.10993934
74071,5565737,2025-08-11 14:27:00+00:00,14,Monday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.34329594,-71.09456199
74072,5565736,2025-08-08 19:00:00+00:00,19,Friday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Rear-end,35.0,Four-way intersection,Traffic control signal,42.36541612,-71.13382591
74073,5565735,2025-08-11 05:40:00+00:00,5,Monday,August,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,Four-way intersection,Traffic control signal,42.361531,-71.14619629
74082,5565725,2025-08-06 09:22:00+00:00,9,Wednesday,August,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,40.0,Not at junction,Warning signs,42.36838452,-71.12391786
74138,5565669,2025-08-06 07:03:00+00:00,7,Wednesday,August,0,Non-fatal injury,1,2,2,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,30.0,Four-way intersection,Traffic control signal,42.36092347,-71.11778327
74210,5565596,2025-08-01 03:27:00+00:00,3,Friday,August,0,Non-fatal injury,1,1,1,0,Rain/Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Four-way intersection,Traffic control signal,42.3155793,-71.11700309
74211,5565595,2025-08-26 08:20:00+00:00,8,Tuesday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear to Side,25.0,Not at junction,Stop signs,42.24836538,-71.11683627
74213,5565593,2025-08-02 15:37:00+00:00,15,Saturday,August,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",35.0,Not at junction,No controls,42.32357255,-71.11507786
74232,5565574,2025-07-31 09:50:00+00:00,9,Thursday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",45.0,Off-ramp,Traffic control signal,42.35123268,-71.09301918
74359,5565443,2025-07-30 13:32:00+00:00,13,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Not at junction,No controls,42.3600932,-71.11752469
74374,5565428,2025-07-29 04:27:00+00:00,4,Tuesday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",35.0,Four-way intersection,Traffic control signal,42.36642508,-71.06760323
74387,5565415,2025-08-23 12:00:00+00:00,12,Saturday,August,1,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Unknown,No controls,42.29216127,-71.07175883
74389,5565413,2025-08-23 03:54:00+00:00,3,Saturday,August,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Traffic circle,Traffic control signal,42.35091902,-71.06704338
74392,5565410,2025-08-22 16:33:00+00:00,16,Friday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,T-intersection,No controls,42.31639166,-71.08690303
74393,5565409,2025-08-22 14:15:00+00:00,14,Friday,August,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.32339418,-71.08959959
74414,5565388,2025-08-25 21:38:00+00:00,21,Monday,August,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,Four-way intersection,Traffic control signal,42.34147396,-71.08661414
74423,5565379,2025-08-25 19:35:00+00:00,19,Monday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Unknown,25.0,T-intersection,Stop signs,42.2819056,-71.08237871
74425,5565377,2025-08-25 19:08:00+00:00,19,Monday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Angle,25.0,Unknown,No controls,42.28532188,-71.09293164
74477,5565325,2025-07-28 14:19:00+00:00,14,Monday,July,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Four-way intersection,Traffic control signal,42.36824848,-71.12379726
74484,5565318,2025-08-22 15:09:00+00:00,15,Friday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.36824848,-71.12379726
74531,5566226,2025-08-27 08:41:00+00:00,8,Wednesday,August,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,25.0,Four-way intersection,Traffic control signal,42.30757872,-71.05841882
74911,5565845,2025-08-26 19:00:00+00:00,19,Tuesday,August,0,Non-fatal injury,1,3,3,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-to-rear,35.0,On-ramp,No controls,42.37198511,-71.0639614
74912,5565844,2025-08-26 18:02:00+00:00,18,Tuesday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.35762681,-71.16992099
74921,5565835,2025-08-14 09:58:00+00:00,9,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Traffic circle,No controls,42.30910679,-71.12106936
74925,5565831,2025-08-26 18:00:00+00:00,18,Tuesday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Front,25.0,Four-way intersection,Stop signs,42.28713861,-71.16925885
74953,5565803,2025-08-26 08:14:00+00:00,8,Tuesday,August,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,,T-intersection,Traffic control signal,42.32289185,-71.10174444
74956,5565800,2025-08-25 22:06:00+00:00,22,Monday,August,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Not reported,25.0,Not reported,Traffic control signal,42.35285575,-71.07384203
74967,5566537,2025-08-20 12:30:00+00:00,12,Wednesday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Traffic circle,No controls,42.30878381,-71.12236084
74971,5566533,2025-08-25 13:53:00+00:00,13,Monday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",30.0,Four-way intersection,Traffic control signal,42.30051409,-71.1067102
75013,5566491,2025-08-28 10:20:00+00:00,10,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.34295352,-71.07353256
75127,5566376,2025-08-16 13:45:00+00:00,13,Saturday,August,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,Traffic control signal,42.30786345,-71.06525698
75130,5566373,2025-08-28 01:48:00+00:00,1,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,T-intersection,Traffic control signal,42.34885781,-71.09158907
75208,5566295,2025-08-06 19:43:00+00:00,19,Wednesday,August,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,30.0,Not at junction,No controls,42.2869227,-71.09368878
75370,5566793,2025-07-16 10:33:00+00:00,10,Wednesday,July,0,Non-fatal injury,1,3,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.33913719,-71.11040157
75406,5566756,2025-08-23 14:20:00+00:00,14,Saturday,August,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,,Not reported,Not reported,42.30304595,-71.08537559
75430,5566732,2025-08-23 03:15:00+00:00,3,Saturday,August,1,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.35713859,-71.12029287
75453,5566708,2025-08-21 18:00:00+00:00,18,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",55.0,Not at junction,No controls,42.35810457,-71.15041587
75557,5566603,2025-08-29 02:40:00+00:00,2,Friday,August,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Unknown,No controls,42.3381523,-71.05511188
75564,5566596,2025-08-28 23:21:00+00:00,23,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,"Sideswipe, same direction",20.0,Not at junction,No controls,42.27074544,-71.09782126
75593,5566567,2025-08-28 17:54:00+00:00,17,Thursday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.34770982,-71.07814195
75608,5566552,2025-08-25 21:02:00+00:00,21,Monday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.28605865,-71.13324438
75618,5567042,2025-08-27 06:52:00+00:00,6,Wednesday,August,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.3156625,-71.09843521
75636,5567024,2025-08-30 06:58:00+00:00,6,Saturday,August,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Angle,25.0,T-intersection,No controls,42.33378536,-71.10366656
75688,5566972,2025-08-24 17:43:00+00:00,17,Sunday,August,1,Non-fatal injury,1,5,7,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.37204576,-71.06735429
75691,5566969,2025-08-29 15:03:00+00:00,15,Friday,August,0,Property damage only (none injured),0,2,0,0,Rain/Clear,Clear,Wet,Wet,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.37802641,-71.0753801
75731,5566929,2025-08-29 15:50:00+00:00,15,Friday,August,0,Property damage only (none injured),0,2,0,0,Cloudy/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,T-intersection,Stop signs,42.38340683,-71.00148753
75733,5566927,2025-08-25 19:10:00+00:00,19,Monday,August,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,55.0,Not at junction,No controls,42.27926887,-71.04717036
75866,5567269,2025-09-01 10:00:00+00:00,10,Monday,September,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.27120832,-71.09240827
75877,5567258,2025-08-30 17:20:00+00:00,17,Saturday,August,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",20.0,Four-way intersection,Traffic control signal,42.35354121,-71.13746948
75912,5567223,2025-08-31 09:35:00+00:00,9,Sunday,August,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,T-intersection,No controls,42.31692167,-71.05668642
75921,5567214,2025-08-31 04:47:00+00:00,4,Sunday,August,1,Non-fatal injury,1,1,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Not reported,No controls,42.2907457,-71.08648961
75928,5567207,2025-08-29 09:55:00+00:00,9,Friday,August,0,Non-fatal injury,1,5,2,0,Cloudy,Cloudy,Wet,Wet,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.32322313,-71.1155343
76095,5567970,2025-09-02 13:20:00+00:00,13,Tuesday,September,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,Traffic control signal,42.3148178,-71.06706508
