,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
2834,5487168,2025-01-20 09:55:00+00:00,9,Monday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Four-way intersection,Traffic control signal,42.34686915,-71.06589837
2850,5487150,2025-01-13 02:34:00+00:00,2,Monday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",40.0,Not at junction,No controls,42.3588101,-71.07245784
2852,5487148,2025-01-12 07:48:00+00:00,7,Sunday,January,1,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Wet,Wet,Dawn,Dawn/Dusk,"Sideswipe, same direction",55.0,Not at junction,No controls,42.30554373,-71.05334931
2921,5487072,2025-01-19 19:09:00+00:00,19,Sunday,January,1,Property damage only (none injured),0,1,0,0,Cloudy,Cloudy,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Head-on,,Not at junction,No controls,42.31644093,-71.05667659
2925,5487068,2025-01-08 00:02:00+00:00,0,Wednesday,January,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,55.0,Not at junction,No controls,42.3759409,-71.07360373
2928,5487065,2025-01-19 19:47:00+00:00,19,Sunday,January,1,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.35026587,-71.13093712
3092,5487689,2025-01-21 11:15:00+00:00,11,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Other,Other,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.39212621,-71.00279551
3128,5487618,2025-01-21 02:50:00+00:00,2,Tuesday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,"Sand, mud, dirt, oil, gravel",Other,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Not at junction,No controls,42.29717944,-71.09071288
3227,5487480,2025-01-21 06:53:00+00:00,6,Tuesday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,25.0,Not at junction,No controls,42.34206478,-71.0589354
3234,5487469,2025-01-20 20:43:00+00:00,20,Monday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Not reported,25.0,Not at junction,Unknown,42.35109078,-71.0649139
3235,5487468,2025-01-18 19:59:00+00:00,19,Saturday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, opposite direction",25.0,T-intersection,Stop signs,42.37631693,-71.05536746
3237,5487466,2025-01-17 14:30:00+00:00,14,Friday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,,Not reported,No controls,42.30070607,-71.11464993
3238,5487464,2025-01-17 05:07:00+00:00,5,Friday,January,0,Non-fatal injury,1,1,2,0,Not Reported,Other,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,22.0,Not at junction,No controls,42.37915264,-71.05131284
3314,5487360,2025-01-17 12:21:00+00:00,12,Friday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,Traffic control signal,42.34969929,-71.14830876
3393,5487277,2025-01-20 22:15:00+00:00,22,Monday,January,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Slush,Snow/Ice,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.29871745,-71.08685061
3539,5488174,2025-01-22 07:35:00+00:00,7,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.30338234,-71.0852714
3607,5488033,2025-01-21 17:22:00+00:00,17,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Slush,Snow/Ice,Dusk,Dawn/Dusk,Front to Front,25.0,T-intersection,Not reported,42.35845642,-71.14451788
3728,5487885,2025-01-18 15:07:00+00:00,15,Saturday,January,1,Fatal injury,1,2,0,1,"Sleet, hail (freezing rain or drizzle)/Rain",Rain,Wet,Wet,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.25032143,-71.13090401
3731,5487880,2025-01-21 17:38:00+00:00,17,Tuesday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Slush,Snow/Ice,Dusk,Dawn/Dusk,"Sideswipe, same direction",25.0,Not at junction,No controls,42.29301401,-71.07971882
3765,5489193,2025-01-23 12:20:00+00:00,12,Thursday,January,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,20.0,Y-intersection,Traffic control signal,42.36893198,-71.03986632
3931,5488569,2025-01-21 18:47:00+00:00,18,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,Not at junction,No controls,42.30022585,-71.12785625
3933,5488567,2025-01-16 09:10:00+00:00,9,Thursday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",35.0,Four-way intersection,Traffic control signal,42.32439435,-71.1146596
4023,5488470,2025-01-13 16:36:00+00:00,16,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,55.0,Not at junction,No controls,42.28180107,-71.04524345
4024,5488469,2025-01-10 19:34:00+00:00,19,Friday,January,0,Non-fatal injury,1,3,2,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.31404868,-71.05180058
4026,5488467,2025-01-08 17:45:00+00:00,17,Wednesday,January,0,Property damage only (none injured),0,3,0,0,Cloudy,Cloudy,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",55.0,Not at junction,No controls,42.30837923,-71.05375574
4027,5488466,2025-01-22 18:45:00+00:00,18,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,45.0,Off-ramp,No controls,42.36405765,-71.05808411
4031,5488461,2025-01-05 03:38:00+00:00,3,Sunday,January,1,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,40.0,Not at junction,No controls,42.35235738,-71.11382093
4068,5488422,2025-01-10 05:42:00+00:00,5,Friday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Single vehicle crash,15.0,T-intersection,Traffic control signal,42.29794931,-71.11488656
4088,5488402,2025-01-22 09:05:00+00:00,9,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,Traffic control signal,42.31286754,-71.09571346
4097,5488391,2025-01-19 14:48:00+00:00,14,Sunday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,Not at junction,Stop signs,42.35921149,-71.15444568
4099,5488389,2025-01-21 11:28:00+00:00,11,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,35.0,On-ramp,No controls,42.35168073,-71.08893378
4103,5488385,2025-01-18 15:06:00+00:00,15,Saturday,January,1,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,35.0,T-intersection,Stop signs,42.35813896,-71.15469325
4109,5488378,2025-01-13 01:06:00+00:00,1,Monday,January,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Off-ramp,No controls,42.35602707,-71.07330606
4164,5489586,2025-01-04 22:53:00+00:00,22,Saturday,January,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Not at junction,No controls,42.29006607,-71.04555621
4165,5489583,2025-01-24 08:41:00+00:00,8,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,Traffic control signal,42.30079423,-71.11296507
4276,5489374,2025-01-23 18:58:00+00:00,18,Thursday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,25.0,Four-way intersection,Traffic control signal,42.33119587,-71.0769913
4280,5489368,2025-01-10 15:40:00+00:00,15,Friday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",35.0,T-intersection,Traffic control signal,42.29001494,-71.11810059
4313,5489295,2025-01-23 21:27:00+00:00,21,Thursday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,T-intersection,No controls,42.3146384,-71.11411608
4328,5489280,2025-01-17 23:52:00+00:00,23,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Angle,35.0,Not at junction,No controls,42.28337442,-71.08919449
4337,5489271,2025-01-10 07:30:00+00:00,7,Friday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",35.0,T-intersection,No controls,42.28221643,-71.0879419
4352,5489254,2025-01-17 20:40:00+00:00,20,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,Not at junction,No controls,42.28357304,-71.08929815
4356,5489250,2025-01-19 08:16:00+00:00,8,Sunday,January,1,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Ice,Snow/Ice,Daylight,Daylight,Single vehicle crash,35.0,Not at junction,No controls,42.30716437,-71.11925861
4358,5489248,2025-01-19 07:46:00+00:00,7,Sunday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Ice,Snow/Ice,Daylight,Daylight,Angle,25.0,Traffic circle,Yield signs,42.30895561,-71.12012892
4379,5489224,2025-01-14 20:40:00+00:00,20,Tuesday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",30.0,Four-way intersection,Traffic control signal,42.29048056,-71.16810722
4385,5489739,2025-01-24 18:50:00+00:00,18,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",,Five-point or more,Traffic control signal,42.28773911,-71.17146636
4419,5489701,2025-01-25 01:03:00+00:00,1,Saturday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Four-way intersection,Traffic control signal,42.32052567,-71.05002485
4421,5489699,2025-01-25 00:37:00+00:00,0,Saturday,January,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Rear,,Four-way intersection,Traffic control signal,42.30985912,-71.09217156
4422,5489698,2025-01-20 05:45:00+00:00,5,Monday,January,0,Non-fatal injury,1,1,1,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,T-intersection,Traffic control signal,42.31849016,-71.05672643
4433,5489687,2025-01-24 16:30:00+00:00,16,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,,Not at junction,No controls,42.30218129,-71.05963851
4481,5489840,2025-01-26 12:46:00+00:00,12,Sunday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Four-way intersection,Traffic control signal,42.37421428,-71.06752968
4482,5489839,2025-01-23 21:56:00+00:00,21,Thursday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,T-intersection,Stop signs,42.30318525,-71.06416488
4485,5489836,2025-01-22 21:08:00+00:00,21,Wednesday,January,0,Property damage only (none injured),0,5,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.31951788,-71.05256284
4489,5489832,2025-01-17 13:55:00+00:00,13,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",55.0,Not at junction,No controls,42.31787496,-71.05149366
4497,5489820,2025-01-13 18:00:00+00:00,18,Monday,January,0,Property damage only (none injured),0,4,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.29278229,-71.04466106
4499,5489818,2025-01-14 10:17:00+00:00,10,Tuesday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.27882574,-71.06950545
4505,5489810,2025-01-12 08:00:00+00:00,8,Sunday,January,1,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Ice,Snow/Ice,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.3008733,-71.04874185
4509,5489805,2025-01-06 10:29:00+00:00,10,Monday,January,0,Property damage only (none injured),0,2,0,0,Cloudy/Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.28262153,-71.05573074
4528,5489786,2025-01-17 17:04:00+00:00,17,Friday,January,0,Non-fatal injury,1,3,2,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,"Sideswipe, opposite direction",25.0,Four-way intersection,Traffic control signal,42.29298612,-71.09456337
4539,5489774,2025-01-15 10:50:00+00:00,10,Wednesday,January,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Not at junction,No controls,42.36420119,-71.01923859
4540,5489773,2025-01-25 23:25:00+00:00,23,Saturday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not reported,Stop signs,42.34970262,-71.05789696
4547,5489766,2025-01-25 19:40:00+00:00,19,Saturday,January,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Not reported,,Not at junction,No controls,42.29169369,-71.07170714
4554,5489755,2025-01-25 14:52:00+00:00,14,Saturday,January,1,Non-fatal injury,1,3,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,45.0,Off-ramp,No controls,42.37353584,-71.03811712
4564,5489741,2025-01-09 03:12:00+00:00,3,Thursday,January,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,T-intersection,Traffic control signal,42.33544139,-71.06480387
4577,5490501,2025-01-01 02:50:00+00:00,2,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Rain/Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,Not at junction,Traffic control signal,42.27882574,-71.06950545
4580,5490498,2025-01-27 14:15:00+00:00,14,Monday,January,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Four-way intersection,Traffic control signal,42.34811881,-71.088141
4745,5490279,2025-01-06 13:24:00+00:00,13,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.32108094,-71.07215521
4781,5490239,2025-01-20 08:34:00+00:00,8,Monday,January,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Snow,Snow/Ice,Daylight,Daylight,"Sideswipe, same direction",55.0,Not at junction,No controls,42.32170864,-71.05391552
4783,5490237,2025-01-20 14:32:00+00:00,14,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Snow,Snow/Ice,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.28423997,-71.04370543
4791,5490229,2025-01-21 08:59:00+00:00,8,Tuesday,January,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,35.0,Four-way intersection,Traffic control signal,42.30062503,-71.04914679
4883,5490096,2025-01-06 00:05:00+00:00,0,Monday,January,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Dark - unknown roadway lighting,Dark - Unlighted,Single vehicle crash,55.0,Not at junction,No controls,42.28306401,-71.04456305
4884,5490094,2025-01-03 13:15:00+00:00,13,Friday,January,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Traffic circle,No controls,42.35871479,-71.15870553
4887,5490088,2025-01-24 06:28:00+00:00,6,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,60.0,T-intersection,Pedestrian Crossing signal/beacon,42.38605812,-71.01933643
4891,5490082,2025-01-26 15:08:00+00:00,15,Sunday,January,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,T-intersection,Stop signs,42.29432479,-71.08597511
4892,5490081,2025-01-25 13:24:00+00:00,13,Saturday,January,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.37293827,-71.03703945
4895,5490077,2025-01-24 10:13:00+00:00,10,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.34623,-71.13560018
5043,5489919,2025-01-20 05:53:00+00:00,5,Monday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,45.0,Not at junction,No controls,42.33916593,-71.06422596
5044,5489918,2025-01-26 22:58:00+00:00,22,Sunday,January,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.29852841,-71.07304453
5051,5489910,2025-01-12 05:20:00+00:00,5,Sunday,January,1,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.3578348,-71.0512771
5054,5489907,2025-01-21 00:16:00+00:00,0,Tuesday,January,0,Non-fatal injury,1,1,1,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Not at junction,No controls,42.35836048,-71.05149181
5100,5489861,2025-01-23 23:03:00+00:00,23,Thursday,January,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,T-intersection,Stop signs,42.32015957,-71.07127627
5111,5490946,2025-01-16 14:20:00+00:00,14,Thursday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",20.0,Not at junction,No controls,42.36624593,-71.01719312
5155,5490887,2025-01-22 05:48:00+00:00,5,Wednesday,January,0,Non-fatal injury,1,4,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,55.0,Not at junction,No controls,42.30551979,-71.05333769
5157,5490878,2025-01-28 11:30:00+00:00,11,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Front,25.0,T-intersection,No controls,42.31533944,-71.06602838
5170,5490862,2025-01-28 07:32:00+00:00,7,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Angle,25.0,T-intersection,Stop signs,42.31256877,-71.06441344
5172,5490860,2025-01-22 08:30:00+00:00,8,Wednesday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,25.0,Not at junction,No controls,42.29640031,-71.06009311
5378,5490607,2025-01-27 14:40:00+00:00,14,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,,Not reported,No controls,42.38196746,-71.02275818
5379,5490606,2025-01-27 23:53:00+00:00,23,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear to Side,25.0,Off-ramp,Traffic control signal,42.3638097,-71.05811626
